更新时间,#genre#
赛事最经典,http://gslbmgsplive.miguvideo.com/migu/kailu/saishijingdian/51/20250514/index.m3u8?msisdn=20251130020207330fc678d77b4c7abca284512ac44433&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20251130020207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=218.28.233.106&SecurityKey=20251130020207&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=bd8d51522edd5a6cd6b93237680f4ee6&ddCalcu=6bedee834d6f50018562723e2d3d95ba66dc
体坛名栏汇,http://gslbmgsplive.miguvideo.com/migu/kailu/titanminglan/51/20250514/index.m3u8?msisdn=202511300202077c12a1a3d0a44646a2f82c8da3e9639b&mdspid=&spid=699004&netType=0&sid=5500315687&pid=2028597139&timestamp=20251130020207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943305&ParentNodeID=-99&assertID=5500315687&client_ip=218.28.233.106&SecurityKey=20251130020207&promotionId=&mvid=5101034219&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=29a3252635635255e5fbfd6b7469a468&ddCalcu=8269e4a3a39920654276b365d6f3b5f255e5
赛事最经典,http://gslbmgsplive.miguvideo.com/migu/kailu/saishijingdian/51/20250514/index.m3u8?msisdn=20251129040231c043af42a1c0424bac1dfa90dba844ba&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=55a07c91bd6d735a0dfb08c2cce34af8&ddCalcu=85f5eaa2406370ecc9c12bcd860db7f3d50a
快乐垂钓,http://223.167.230.235:4022/rtp/238.200.200.247:5540
赛事最经典,http://gslbmgsplive.miguvideo.com/migu/kailu/saishijingdian/51/20250514/index.m3u8?msisdn=202511291603084895dc29572a4ffca47a7fb95a1dbe8a&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20251129160308&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=218.28.233.106&SecurityKey=20251129160308&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=39593c450e15bcd9ef42fa19a1b15965&ddCalcu=5369e952596130bc14a5901ea1f52b4cfde9
四海钓鱼,http://gslbmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?msisdn=202511300202076a0fe7cef7444c7aa715407e75a36f0a&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20251130020207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=218.28.233.106&SecurityKey=20251130020207&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=67d19986e20a7c27e80cd81055185317&ddCalcu=7617e3d35178901958560e1280dac70c82e7
四海钓鱼,http://gslbmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?msisdn=20251129040231f6ee672698ef47459272c2490c592cd7&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c417cdb48055dd2ead9d9a58b9920d7e&ddCalcu=ec74ed120772c09d9bb48850a595dd9dd2ae
武术世界,http://gslbmgsplive.miguvideo.com/migu/kailu/wssj/51/20250915/index.m3u8?msisdn=2025112904023140d0221b6e3e482d81362d85986ad82e&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9f388dbadec65058211a8f33c3cae465&ddCalcu=596fe432e88a80cd3bca3d3efc86a5101528
CCTV风云音乐,http://114.107.44.60:8188/rtp/238.1.79.64:4648
CCTV风云音乐,http://175.164.134.38:4010/rtp/232.0.0.47:1234
CCTV风云音乐,http://118.78.196.126:55555/rtp/226.0.2.220:9672
24小时全运会轮播,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=20251129160309e0cd382d401440068cf879469a0a3824&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251129160309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=218.28.233.106&SecurityKey=20251129160309&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a4bc1e0b078743a25822dcfe843b9ba6&ddCalcu=6aa4ebb29c3b103e408be0f7c8d724238a52
24小时城市联赛轮播,http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=20251129160309877d4032b52a4dd8a281cea196efe96e&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251129160309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=218.28.233.106&SecurityKey=20251129160309&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4f5642bd2fc92f53f5861a4ff741e979&ddCalcu=947fe952e65140427bfdf24fac19628f55f3
24小时城市联赛轮播,http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=20251129040231e039154d5af548288f9950063c8a163c&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=eaa73c23c033f761df3fb723e5f2d42e&ddCalcu=ee2ae4a2d75230fc52e33c2073b3ff37f6d1
快乐垂钓,http://114.100.195.162:4022/rtp/238.1.79.31:4360
快乐垂钓,http://114.107.46.243:8188/rtp/238.1.79.31:4360
武术世界,http://gslbmgsplive.miguvideo.com/migu/kailu/wssj/51/20250915/index.m3u8?msisdn=202511291603098086eede43944c798564a7f0721b3373&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20251129160309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=218.28.233.106&SecurityKey=20251129160309&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=553e95e59f34feca6cf14775f199290f&ddCalcu=f505e9322e8990951ef5597f73441ffecc6a
24小时城市联赛轮播,http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=2025113002020782a4d5b186a345a49dd3980806c6faa8&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20251130020207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=218.28.233.106&SecurityKey=20251130020207&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e47f21a07500ef351b2b84726ee6a7c1&ddCalcu=1ec4e773af5620e1ea6027754080be2fb315
24小时全运会轮播,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=20251129040231ac1b9d636deb4d12aa30d835757a1979&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=3cc0c34bdae62198b1294218326d0f15&ddCalcu=531cefc2003dc063243b8d1a2e46922119b8
熊猫1,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao01/1000/index.m3u8?msisdn=2025112904023649a750f1f1e34093ba99097198ef24bb&mdspid=&spid=699004&netType=0&sid=2200200699&pid=2028597139&timestamp=20251129040236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933610&ParentNodeID=-99&assertID=2200200699&client_ip=218.28.233.106&SecurityKey=20251129040236&promotionId=&mvid=2200200699&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0637618aa470dbaa866b6a7c0589bd13&ddCalcu=3016ed32b7896081580aca74a760bd6b6a8a
熊猫1,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao01/1000/index.m3u8?msisdn=202511300202165603d90031854554a19b7a4537d2ba32&mdspid=&spid=699004&netType=0&sid=2200200699&pid=2028597139&timestamp=20251130020216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933610&ParentNodeID=-99&assertID=2200200699&client_ip=218.28.233.106&SecurityKey=20251130020216&promotionId=&mvid=2200200699&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e1f56a6763b31a77596c635bbf86a830&ddCalcu=0e31e8f3a586608af6b7b6533b63c16a9757
熊猫1,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao01/1000/index.m3u8?msisdn=2025112916031942316309fdba4498911b54e392c1be2b&mdspid=&spid=699004&netType=0&sid=2200200699&pid=2028597139&timestamp=20251129160319&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933610&ParentNodeID=-99&assertID=2200200699&client_ip=218.28.233.106&SecurityKey=20251129160319&promotionId=&mvid=2200200699&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=52f04cbc901817142468dee3171adf49&ddCalcu=9542eff2d08a401c7b1c39e0e1d881674124
熊猫2,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=202511290402361a7e2e2f221647dd9ff22e5043e0fd95&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20251129040236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=218.28.233.106&SecurityKey=20251129040236&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0994ff9cc55bdf8fbd2756bc2d8a19c4&ddCalcu=40c9e992148af08fd92cccb5655b7d2fd8bf
熊猫2,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=2025112916031985298edfd8a24f95b994b235802a15c2&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20251129160319&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=218.28.233.106&SecurityKey=20251129160319&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0552db2152ba2e825747e0b640504250&ddCalcu=0055e2524280d05b024165b20bea724e7852
四海钓鱼,http://gslbmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?msisdn=20251129160309b873841b42c44f55b99d6ffed20f5f13&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20251129160309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=218.28.233.106&SecurityKey=20251129160309&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1d599492c42726d220dc23719a8eaf47&ddCalcu=714def52a97e9084a9921c743227c2d60d22
熊猫3,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao03/1000/index.m3u8?msisdn=20251129160319d455f2b976cd4696bc8c25e4232fb18c&mdspid=&spid=699004&netType=0&sid=2200200738&pid=2028597139&timestamp=20251129160319&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934619&ParentNodeID=-99&assertID=2200200738&client_ip=218.28.233.106&SecurityKey=20251129160319&promotionId=&mvid=2200200738&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d83396f51b7d64818f66c648b2ea38b1&ddCalcu=1db8e832338a90e62fb5814b67cd6664f881
熊猫2,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=20251130020216b9e0a20ae35849c5a1c7c61b99561cdf&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20251130020216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=218.28.233.106&SecurityKey=20251130020216&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=807ae6d5959d9a57955bb1402d7247d3&ddCalcu=38d0e7734a82e076dd25094519bdb95a5597
24小时全运会轮播,http://gslbmgsplive.miguvideo.com/migu/virtuallive2/5900002413/51/20210706/index.m3u8?msisdn=202511300202075ce93fa6e1e742939f0573ba3a5c1e33&mdspid=&spid=800033&netType=0&sid=5910019527&pid=2028597139&timestamp=20251130020207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713600957&ParentNodeID=-99&assertID=5910019527&client_ip=218.28.233.106&SecurityKey=20251130020207&promotionId=&mvid=5900002443&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=51a7cbe83fc9271144893fbebf139b68&ddCalcu=8561eba39733c01bfeb8e3bffc3992874141
体坛名栏汇,http://gslbmgsplive.miguvideo.com/migu/kailu/titanminglan/51/20250514/index.m3u8?msisdn=2025112904023175c65c0fabd74e35bc3472e0629c2965&mdspid=&spid=699004&netType=0&sid=5500315687&pid=2028597139&timestamp=20251129040231&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943305&ParentNodeID=-99&assertID=5500315687&client_ip=218.28.233.106&SecurityKey=20251129040231&promotionId=&mvid=5101034219&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e16633059fdcc77bf63b8ae31805e1ae&ddCalcu=eea1e162e6953003801539efad8cbc3767fb
武术世界,http://gslbmgsplive.miguvideo.com/migu/kailu/wssj/51/20250915/index.m3u8?msisdn=20251130020208a6fbeffa0ef04c9f8346d0d0b040b318&mdspid=&spid=600697&netType=0&sid=5910022201&pid=2028597139&timestamp=20251130020208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475359&ParentNodeID=-99&assertID=5910022201&client_ip=218.28.233.106&SecurityKey=20251130020208&promotionId=&mvid=5900006724&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b0e35f5bcff0a0912ec5f364113a7e85&ddCalcu=5b80eee3738a503f151b4c6f3ff05ac0e921
熊猫3,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao03/1000/index.m3u8?msisdn=2025112904023693a2d397b72342d38fd8b56bc97f763e&mdspid=&spid=699004&netType=0&sid=2200200738&pid=2028597139&timestamp=20251129040236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934619&ParentNodeID=-99&assertID=2200200738&client_ip=218.28.233.106&SecurityKey=20251129040236&promotionId=&mvid=2200200738&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1d335ecb1968511e5e6f768c04f230bc&ddCalcu=c1bde032338250fe4c0bc1896678f561e15e
熊猫6,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao06/1000/index.m3u8?msisdn=2025113002021675e44c752439458cba5489ed354e3960&mdspid=&spid=699004&netType=0&sid=2200200817&pid=2028597139&timestamp=20251130020216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935797&ParentNodeID=-99&assertID=2200200817&client_ip=218.28.233.106&SecurityKey=20251130020216&promotionId=&mvid=2200200817&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c4da227e287a649de043507815cd3dd3&ddCalcu=3cd4edd33a8d20c2571e8278075a364409ed
熊猫5,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao05/1000/index.m3u8?msisdn=202511291603203459a367c87146be81c43a6c4385a616&mdspid=&spid=699004&netType=0&sid=2200200791&pid=2028597139&timestamp=20251129160320&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935104&ParentNodeID=-99&assertID=2200200791&client_ip=218.28.233.106&SecurityKey=20251129160320&promotionId=&mvid=2200200791&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=aef3a96a87b29123b1fce12e1bfafc50&ddCalcu=0a5eecf2f38aa0f9b61ae8271be2c9f112b3
熊猫4,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao04/1000/index.m3u8?msisdn=2025112904023693eb0588b4d8483ba2a3b9e2a5e6a426&mdspid=&spid=699004&netType=0&sid=2200200771&pid=2028597139&timestamp=20251129040236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934721&ParentNodeID=-99&assertID=2200200771&client_ip=218.28.233.106&SecurityKey=20251129040236&promotionId=&mvid=2200200771&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=bb409b2a67bc1ddce5a6e7a5b559f929&ddCalcu=9b2be942f089905b52ba56a77bec61ad5dec
熊猫6,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao06/1000/index.m3u8?msisdn=2025112904023601dfc37d14994a2ca2ba95e5f1dc1acb&mdspid=&spid=699004&netType=0&sid=2200200817&pid=2028597139&timestamp=20251129040236&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935797&ParentNodeID=-99&assertID=2200200817&client_ip=218.28.233.106&SecurityKey=20251129040236&promotionId=&mvid=2200200817&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5c87f6853da7fb3d6761e93caf9ef531&ddCalcu=153ce582f78ef096f8a5c33d9ae71f6b736d
熊猫6,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao06/1000/index.m3u8?msisdn=202511291603204366593cb7a54e098bd8db5fa28248c9&mdspid=&spid=699004&netType=0&sid=2200200817&pid=2028597139&timestamp=20251129160320&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935797&ParentNodeID=-99&assertID=2200200817&client_ip=218.28.233.106&SecurityKey=20251129160320&promotionId=&mvid=2200200817&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=26d5900b2f92d5ff8e3b9552ea02d34d&ddCalcu=d246e3d2d5829000a0eb225f5992bd35ef8f
熊猫7,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao07/1000/index.m3u8?msisdn=2025112904023770886e91a9284527974048a7a9216631&mdspid=&spid=699004&netType=0&sid=2200192831&pid=2028597139&timestamp=20251129040237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169286&ParentNodeID=-99&assertID=2200192831&client_ip=218.28.233.106&SecurityKey=20251129040237&promotionId=&mvid=2200192831&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=de6966907480d76a46f751946f7901bf&ddCalcu=fdbee16209996076f960479418507df7664a
熊猫8,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao08/1000/index.m3u8?msisdn=202511290402377aa148765f5e488e810fc116467b2777&mdspid=&spid=699004&netType=0&sid=2200192881&pid=2028597139&timestamp=20251129040237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169287&ParentNodeID=-99&assertID=2200192881&client_ip=218.28.233.106&SecurityKey=20251129040237&promotionId=&mvid=2200192881&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9fe81320994dbb64f1fabdc7dabdfb03&ddCalcu=390febe2f89d10b3a2d079c9d4bdabfb16f4
熊猫8,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao08/1000/index.m3u8?msisdn=2025112916032125baad8678df4832b6bd7d0d5403a7c3&mdspid=&spid=699004&netType=0&sid=2200192881&pid=2028597139&timestamp=20251129160321&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169287&ParentNodeID=-99&assertID=2200192881&client_ip=218.28.233.106&SecurityKey=20251129160321&promotionId=&mvid=2200192881&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6832c48fc14592de0ab47e19433308ae&ddCalcu=e6a8e8320293c034384f9c11e47549b2ad0e
熊猫5,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao05/1000/index.m3u8?msisdn=20251130020216d1a6d651e96a4a529453d083954d338e&mdspid=&spid=699004&netType=0&sid=2200200791&pid=2028597139&timestamp=20251130020216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935104&ParentNodeID=-99&assertID=2200200791&client_ip=218.28.233.106&SecurityKey=20251130020216&promotionId=&mvid=2200200791&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=db0b6da602cdb6abe6ddb648ec5a0636&ddCalcu=6d3be6030b8a605dcae680426cbddbd66aeb
熊猫8,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao08/1000/index.m3u8?msisdn=20251130020216f3ff43c116664fe18287278a60b855a9&mdspid=&spid=699004&netType=0&sid=2200192881&pid=2028597139&timestamp=20251130020216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169287&ParentNodeID=-99&assertID=2200192881&client_ip=218.28.233.106&SecurityKey=20251130020216&promotionId=&mvid=2200192881&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4d5d3bc0eacae64eb9df5424e61fb317&ddCalcu=741de353bd9f301b6ce04e2a4c5afed694be
熊猫9,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao09/1000/index.m3u8?msisdn=2025112916032145586abd3a72489aa156987f09a72a70&mdspid=&spid=699004&netType=0&sid=2200192899&pid=2028597139&timestamp=20251129160321&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169226&ParentNodeID=-99&assertID=2200192899&client_ip=218.28.233.106&SecurityKey=20251129160321&promotionId=&mvid=2200192899&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5cc360e8858a77a95cbdf444cf4c74ea&ddCalcu=a5ece4c2739c6040fec8484548fad7b7ca59
熊猫9,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao09/1000/index.m3u8?msisdn=202511290402379e16a18085284260bd9ab57a0654b0a7&mdspid=&spid=699004&netType=0&sid=2200192899&pid=2028597139&timestamp=20251129040237&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169226&ParentNodeID=-99&assertID=2200192899&client_ip=218.28.233.106&SecurityKey=20251129040237&promotionId=&mvid=2200192899&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=ba663fe75becc32682c53efe3f87c23a&ddCalcu=ab3ae262c697308ffe37e5fbee3c5cc32286
熊猫7,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao07/1000/index.m3u8?msisdn=20251129160320e6f15951d5d24a63aa3b2936c21c7384&mdspid=&spid=699004&netType=0&sid=2200192831&pid=2028597139&timestamp=20251129160320&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169286&ParentNodeID=-99&assertID=2200192831&client_ip=218.28.233.106&SecurityKey=20251129160320&promotionId=&mvid=2200192831&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e3d33b3ed4133edcf37613a4382a7824&ddCalcu=4e23e8d2739a302b833e4da43113637e3dfc
